,,,Pack Voltage,Pack Current,String 1 Iapp,String 2 Iapp,String 3 Iapp,String 4 Iapp,String 5 Iapp,"Cell 1,1 Cathode Concentration","Cell 1,1 Anode Concentration","Cell 1,1 Anode SEI Length","Cell 1,1 Voltage","Cell 1,1 Capacity by Area","Cell 1,2 Cathode Concentration","Cell 1,2 Anode Concentration","Cell 1,2 Anode SEI Length","Cell 1,2 Voltage","Cell 1,2 Capacity by Area","Cell 1,3 Cathode Concentration","Cell 1,3 Anode Concentration","Cell 1,3 Anode SEI Length","Cell 1,3 Voltage","Cell 1,3 Capacity by Area","Cell 1,4 Cathode Concentration","Cell 1,4 Anode Concentration","Cell 1,4 Anode SEI Length","Cell 1,4 Voltage","Cell 1,4 Capacity by Area","Cell 1,5 Cathode Concentration","Cell 1,5 Anode Concentration","Cell 1,5 Anode SEI Length","Cell 1,5 Voltage","Cell 1,5 Capacity by Area","Cell 2,1 Cathode Concentration","Cell 2,1 Anode Concentration","Cell 2,1 Anode SEI Length","Cell 2,1 Voltage","Cell 2,1 Capacity by Area","Cell 2,2 Cathode Concentration","Cell 2,2 Anode Concentration","Cell 2,2 Anode SEI Length","Cell 2,2 Voltage","Cell 2,2 Capacity by Area","Cell 2,3 Cathode Concentration","Cell 2,3 Anode Concentration","Cell 2,3 Anode SEI Length","Cell 2,3 Voltage","Cell 2,3 Capacity by Area","Cell 2,4 Cathode Concentration","Cell 2,4 Anode Concentration","Cell 2,4 Anode SEI Length","Cell 2,4 Voltage","Cell 2,4 Capacity by Area","Cell 2,5 Cathode Concentration","Cell 2,5 Anode Concentration","Cell 2,5 Anode SEI Length","Cell 2,5 Voltage","Cell 2,5 Capacity by Area","Cell 3,1 Cathode Concentration","Cell 3,1 Anode Concentration","Cell 3,1 Anode SEI Length","Cell 3,1 Voltage","Cell 3,1 Capacity by Area","Cell 3,2 Cathode Concentration","Cell 3,2 Anode Concentration","Cell 3,2 Anode SEI Length","Cell 3,2 Voltage","Cell 3,2 Capacity by Area","Cell 3,3 Cathode Concentration","Cell 3,3 Anode Concentration","Cell 3,3 Anode SEI Length","Cell 3,3 Voltage","Cell 3,3 Capacity by Area","Cell 3,4 Cathode Concentration","Cell 3,4 Anode Concentration","Cell 3,4 Anode SEI Length","Cell 3,4 Voltage","Cell 3,4 Capacity by Area","Cell 3,5 Cathode Concentration","Cell 3,5 Anode Concentration","Cell 3,5 Anode SEI Length","Cell 3,5 Voltage","Cell 3,5 Capacity by Area","Cell 4,1 Cathode Concentration","Cell 4,1 Anode Concentration","Cell 4,1 Anode SEI Length","Cell 4,1 Voltage","Cell 4,1 Capacity by Area","Cell 4,2 Cathode Concentration","Cell 4,2 Anode Concentration","Cell 4,2 Anode SEI Length","Cell 4,2 Voltage","Cell 4,2 Capacity by Area","Cell 4,3 Cathode Concentration","Cell 4,3 Anode Concentration","Cell 4,3 Anode SEI Length","Cell 4,3 Voltage","Cell 4,3 Capacity by Area","Cell 4,4 Cathode Concentration","Cell 4,4 Anode Concentration","Cell 4,4 Anode SEI Length","Cell 4,4 Voltage","Cell 4,4 Capacity by Area","Cell 4,5 Cathode Concentration","Cell 4,5 Anode Concentration","Cell 4,5 Anode SEI Length","Cell 4,5 Voltage","Cell 4,5 Capacity by Area","Cell 5,1 Cathode Concentration","Cell 5,1 Anode Concentration","Cell 5,1 Anode SEI Length","Cell 5,1 Voltage","Cell 5,1 Capacity by Area","Cell 5,2 Cathode Concentration","Cell 5,2 Anode Concentration","Cell 5,2 Anode SEI Length","Cell 5,2 Voltage","Cell 5,2 Capacity by Area","Cell 5,3 Cathode Concentration","Cell 5,3 Anode Concentration","Cell 5,3 Anode SEI Length","Cell 5,3 Voltage","Cell 5,3 Capacity by Area","Cell 5,4 Cathode Concentration","Cell 5,4 Anode Concentration","Cell 5,4 Anode SEI Length","Cell 5,4 Voltage","Cell 5,4 Capacity by Area","Cell 5,5 Cathode Concentration","Cell 5,5 Anode Concentration","Cell 5,5 Anode SEI Length","Cell 5,5 Voltage","Cell 5,5 Capacity by Area",Time,Global Time
1,CC-charge,8,20.026538026763113,136.319183090575,27.263836618121356,27.26383661813442,27.263836618111068,27.263836618076063,27.263836618132085,42906.85331321065,4014.8035477562494,5.0012218304618715e-09,4.005307605353446,-0.0,42906.8533132101,4014.803547757008,5.001221820226466e-09,4.005307605352699,-0.0,42906.853313210864,4014.8035477545063,5.001221815959513e-09,4.005307605352194,-0.0,42906.85331321611,4014.803547750634,5.001221819980818e-09,4.00530760535224,-0.0,42906.85331320788,4014.803547758586,5.001221811979113e-09,4.005307605352088,-0.0,42906.853313210355,4014.8035477551052,5.001221818131591e-09,4.00530760535243,-0.0,42906.85331320964,4014.8035477571466,5.00122181917298e-09,4.005307605352621,-0.0,42906.85331321075,4014.803547754779,5.001221819743514e-09,4.005307605352505,-0.0,42906.85331321657,4014.8035477506614,5.0012218288535114e-09,4.005307605352947,-0.0,42906.85331320851,4014.8035477574754,5.00122182124574e-09,4.0053076053527965,-0.0,42906.85331320977,4014.803547756053,5.001221814416796e-09,4.00530760535216,-0.0,42906.85331321005,4014.803547757679,5.0012218161258455e-09,4.005307605352389,-0.0,42906.85331321211,4014.8035477550015,5.001221823444936e-09,4.005307605352798,-0.0,42906.85331321521,4014.8035477502767,5.00122182771542e-09,4.005307605352861,-0.0,42906.8533132077,4014.8035477588483,5.001221817467931e-09,4.005307605352539,-0.0,42906.853313210544,4014.8035477560466,5.001221820081444e-09,4.005307605352609,-0.0,42906.85331320753,4014.80354775814,5.001221823663655e-09,4.005307605353027,-0.0,42906.85331321199,4014.803547755325,5.00122182000311e-09,4.005307605352532,-0.0,42906.8533132163,4014.803547750059,5.001221823256027e-09,4.005307605352483,-0.0,42906.85331320878,4014.803547758143,5.001221820359731e-09,4.005307605352741,-0.0,42906.853313210435,4014.803547756016,5.001221818353892e-09,4.005307605352469,-0.0,42906.85331320895,4014.803547758111,5.001221815750367e-09,4.005307605352378,-0.0,42906.85331321197,4014.803547755309,5.001221826862094e-09,4.005307605353083,-0.0,42906.85331321703,4014.8035477504654,5.001221824416486e-09,4.005307605352582,-0.0,42906.85331320794,4014.803547758115,5.001221822858125e-09,4.0053076053529475,-0.0,581.8181818181819,4146.125707916797
1,CC-charge,9,20.097458125605982,136.319183090575,27.263836618121573,27.2638366181348,27.263836618111274,27.263836618072585,27.263836618134754,42489.15822489746,4468.241765279933,5.00175218723836e-09,4.019491625122026,-0.0,42489.15822489669,4468.241765280922,5.001752176936421e-09,4.019491625121277,-0.0,42489.15822489783,4468.241765278007,5.001752172683577e-09,4.019491625120775,-0.0,42489.1582249037,4468.241765273538,5.001752177009793e-09,4.0194916251208355,-0.0,42489.15822489456,4468.241765282479,5.001752168739232e-09,4.019491625120669,-0.0,42489.158224897175,4468.241765278796,5.001752174681191e-09,4.019491625120996,-0.0,42489.15822489628,4468.241765281038,5.0017521760525376e-09,4.01949162512121,-0.0,42489.1582248977,4468.24176527832,5.001752176591986e-09,4.0194916251210975,-0.0,42489.158224904146,4468.241765273532,5.001752185611642e-09,4.019491625121523,-0.0,42489.15822489514,4468.241765281363,5.001752177842973e-09,4.01949162512137,-0.0,42489.158224896564,4468.241765279757,5.001752171201711e-09,4.019491625120745,-0.0,42489.158224896644,4468.241765281579,5.001752172691735e-09,4.01949162512095,-0.0,42489.158224899154,4468.2417652784925,5.001752180358564e-09,4.019491625121388,-0.0,42489.158224902654,4468.241765273169,5.0017521842943965e-09,4.019491625121421,-0.0,42489.158224894316,4468.2417652827535,5.001752174160215e-09,4.019491625121111,-0.0,42489.158224897496,4468.24176527972,5.001752176540824e-09,4.019491625121161,-0.0,42489.15822489419,4468.241765282063,5.001752180439786e-09,4.019491625121603,-0.0,42489.15822489889,4468.241765278828,5.0017521765361496e-09,4.019491625121093,-0.0,42489.15822490403,4468.24176527298,5.001752180015345e-09,4.019491625121062,-0.0,42489.158224895495,4468.241765282044,5.0017521770187855e-09,4.019491625121318,-0.0,42489.15822489724,4468.241765279709,5.0017521752076e-09,4.019491625121057,-0.0,42489.158224895495,4468.241765282001,5.001752172404067e-09,4.019491625120945,-0.0,42489.158224898936,4468.241765278815,5.001752183293262e-09,4.019491625121633,-0.0,42489.15822490463,4468.241765273344,5.001752181009853e-09,4.019491625121143,-0.0,42489.1582248946,4468.2417652820195,5.00175217944387e-09,4.0194916251215185,-0.0,654.5454545454546,4218.85298064407
1,CC-charge,10,20.156970961806092,136.319183090575,27.263836618124067,27.263836618133865,27.263836618109735,27.2638366180714,27.263836618135905,42071.46313658423,4921.676716129545,5.00238811508025e-09,4.031394192362044,-0.0,42071.463136583254,4921.67671613073,5.002388104866832e-09,4.031394192361291,-0.0,42071.46313658482,4921.6767161274265,5.0023881004136965e-09,4.031394192360777,-0.0,42071.463136591345,4921.676716122329,5.002388105095543e-09,4.031394192360869,-0.0,42071.463136581086,4921.676716132297,5.002388096288695e-09,4.031394192360654,-0.0,42071.46313658394,4921.676716128373,5.002388102402006e-09,4.031394192361013,-0.0,42071.463136582905,4921.676716130844,5.002388103975884e-09,4.0313941923612235,-0.0,42071.463136584774,4921.676716127728,5.002388104459565e-09,4.031394192361106,-0.0,42071.463136591825,4921.676716122262,5.002388113581438e-09,4.031394192361542,-0.0,42071.46313658174,4921.676716131182,5.00238810589543e-09,4.031394192361402,-0.0,42071.463136583225,4921.676716129358,5.002388099195688e-09,4.031394192360778,-0.0,42071.46313658315,4921.676716131374,5.002388100879447e-09,4.031394192360981,-0.0,42071.46313658622,4921.676716127865,5.002388108366098e-09,4.031394192361409,-0.0,42071.46313659027,4921.676716121927,5.002388112430922e-09,4.03139419236146,-0.0,42071.46313658085,4921.676716132546,5.002388102520795e-09,4.031394192361159,-0.0,42071.463136584214,4921.676716129342,5.002388104440729e-09,4.031394192361188,-0.0,42071.46313658097,4921.676716131879,5.0023881087823366e-09,4.0313941923616445,-0.0,42071.46313658597,4921.6767161282405,5.002388104851743e-09,4.031394192361133,-0.0,42071.46313659149,4921.676716121727,5.002388107718235e-09,4.031394192361066,-0.0,42071.46313658207,4921.676716131882,5.002388104900285e-09,4.031394192361331,-0.0,42071.46313658407,4921.676716129324,5.0023881029395546e-09,4.031394192361069,-0.0,42071.46313658215,4921.676716131833,5.002388100320543e-09,4.0313941923609535,-0.0,42071.46313658585,4921.676716128204,5.002388111482482e-09,4.031394192361667,-0.0,42071.463136592065,4921.676716122091,5.002388108796165e-09,4.031394192361154,-0.0,42071.46313658117,4921.676716131841,5.002388107502518e-09,4.031394192361545,-0.0,727.2727272727274,4291.580253371343
1,CC-charge,11,20.20754878289368,136.319183090575,27.26383661812409,27.26383661813469,27.263836618109615,27.263836618070076,27.26383661813653,41653.76804827094,5375.108730157214,5.00311979987992e-09,4.0415097565795595,-0.0,41653.76804826988,5375.108730158555,5.00311978971387e-09,4.041509756578811,-0.0,41653.76804827177,5375.1087301549,5.0031197852047054e-09,4.041509756578291,-0.0,41653.76804827907,5375.1087301491225,5.0031197898513164e-09,4.041509756578376,-0.0,41653.76804826776,5375.108730160166,5.00311978120561e-09,4.041509756578173,-0.0,41653.76804827072,5375.108730156066,5.003119787264837e-09,4.041509756578534,-0.0,41653.768048269456,5375.108730158714,5.003119788782677e-09,4.04150975657874,-0.0,41653.76804827182,5375.108730155195,5.003119789276702e-09,4.041509756578622,-0.0,41653.768048279315,5375.10873014905,5.003119798426362e-09,4.041509756579061,-0.0,41653.76804826839,5375.108730159059,5.003119790821238e-09,4.041509756578924,-0.0,41653.7680482699,5375.108730157033,5.003119784013442e-09,4.041509756578293,-0.0,41653.76804826975,5375.108730159224,5.003119785755435e-09,4.0415097565785,-0.0,41653.768048273116,5375.108730155319,5.003119793228691e-09,4.041509756578931,-0.0,41653.768048277954,5375.108730148718,5.003119797269919e-09,4.041509756578976,-0.0,41653.76804826736,5375.108730160422,5.003119787402046e-09,4.0415097565786775,-0.0,41653.76804827111,5375.108730157061,5.003119789283437e-09,4.041509756578705,-0.0,41653.76804826754,5375.108730159739,5.003119793664604e-09,4.041509756579161,-0.0,41653.768048272774,5375.108730155679,5.003119789735208e-09,4.041509756578655,-0.0,41653.768048279126,5375.10873014854,5.003119792603515e-09,4.04150975657859,-0.0,41653.768048268656,5375.108730159758,5.00311978974153e-09,4.041509756578845,-0.0,41653.768048270846,5375.108730157017,5.0031197878253724e-09,4.041509756578591,-0.0,41653.76804826868,5375.108730159713,5.003119785195214e-09,4.0415097565784714,-0.0,41653.768048272934,5375.108730155662,5.0031197963451284e-09,4.041509756579182,-0.0,41653.76804827961,5375.108730148895,5.003119793716915e-09,4.041509756578678,-0.0,41653.76804826771,5375.108730159699,5.003119792347672e-09,4.041509756579062,-0.0,800.0000000000001,4364.307526098616
1,CC-charge,12,20.251259334711758,136.319183090575,27.263836618124515,27.263836618135812,27.263836618109238,27.263836618068005,27.26383661813744,41236.072959957666,5828.53821531527,5.003934556062049e-09,4.0502518669431735,-0.0,41236.072959956444,5828.53821531679,5.00393454584461e-09,4.0502518669424195,-0.0,41236.0729599588,5828.538215312721,5.0039345414821435e-09,4.0502518669419105,-0.0,41236.07295996669,5828.538215306262,5.003934546124327e-09,4.050251866941995,-0.0,41236.07295995426,5828.538215318438,5.003934537363815e-09,4.0502518669417835,-0.0,41236.07295995754,5828.538215314133,5.003934543429202e-09,4.050251866942151,-0.0,41236.072959956015,5828.538215316946,5.003934545051539e-09,4.050251866942361,-0.0,41236.07295995894,5828.538215313013,5.0039345455620796e-09,4.050251866942242,-0.0,41236.072959966965,5828.538215306198,5.0039345546645884e-09,4.050251866942674,-0.0,41236.07295995504,5828.538215317332,5.0039345471441535e-09,4.050251866942549,-0.0,41236.07295995661,5828.5382153150795,5.003934540241654e-09,4.0502518669419105,-0.0,41236.07295995644,5828.538215317503,5.003934541943152e-09,4.050251866942113,-0.0,41236.07295996008,5828.538215313137,5.003934549412604e-09,4.05025186694254,-0.0,41236.07295996553,5828.538215305871,5.003934553500041e-09,4.0502518669425935,-0.0,41236.0729599539,5828.5382153187065,5.003934543532096e-09,4.050251866942284,-0.0,41236.072959957906,5828.538215315134,5.003934545481044e-09,4.05025186694232,-0.0,41236.07295995404,5828.538215317975,5.003934549870909e-09,4.050251866942778,-0.0,41236.072959959754,5828.538215313517,5.0039345459930795e-09,4.050251866942273,-0.0,41236.07295996675,5828.538215305668,5.0039345488345376e-09,4.050251866942203,-0.0,41236.07295995515,5828.538215318052,5.00393454590762e-09,4.050251866942456,-0.0,41236.07295995759,5828.538215315055,5.0039345439704476e-09,4.050251866942201,-0.0,41236.07295995533,5828.538215317957,5.003934541375645e-09,4.050251866942081,-0.0,41236.07295995994,5828.53821531346,5.003934552507188e-09,4.050251866942792,-0.0,41236.07295996726,5828.538215306017,5.003934549974326e-09,4.0502518669422924,-0.0,41236.07295995435,5828.538215317996,5.003934548635752e-09,4.050251866942684,-0.0,872.7272727272727,4437.034798825888
1,CC-charge,13,20.289805200403293,136.319183090575,27.263836618125186,27.263836618135375,27.26383661810994,27.26383661806709,27.263836618137407,40818.37787164449,6281.965605497573,5.004818563821099e-09,4.057961040081478,-0.0,40818.377871642944,6281.965605499263,5.004818553690414e-09,4.0579610400807296,-0.0,40818.37787164587,6281.96560549476,5.0048185492919e-09,4.057961040080223,-0.0,40818.37787165449,6281.965605487592,5.004818553957567e-09,4.057961040080301,-0.0,40818.377871640754,6281.965605500897,5.004818545148567e-09,4.057961040080088,-0.0,40818.37787164434,6281.96560549643,5.004818551231503e-09,4.057961040080462,-0.0,40818.37787164259,6281.965605499412,5.004818552898937e-09,4.057961040080672,-0.0,40818.37787164594,6281.965605495011,5.0048185534001566e-09,4.057961040080554,-0.0,40818.37787165455,6281.965605487508,5.004818562441538e-09,4.05796104008098,-0.0,40818.37787164161,6281.965605499837,5.00481855501424e-09,4.057961040080864,-0.0,40818.37787164337,6281.965605497389,5.004818548044912e-09,4.0579610400802215,-0.0,40818.37787164314,6281.9656054999405,5.0048185497919625e-09,4.057961040080422,-0.0,40818.37787164704,6281.96560549515,5.004818557151182e-09,4.057961040080842,-0.0,40818.37787165318,6281.965605487185,5.0048185612857454e-09,4.057961040080898,-0.0,40818.377871640514,6281.9656055011865,5.004818551369611e-09,4.057961040080588,-0.0,40818.3778716447,6281.965605497402,5.004818553197878e-09,4.057961040080624,-0.0,40818.37787164062,6281.965605500436,5.00481855760274e-09,4.057961040081076,-0.0,40818.377871646786,6281.965605495538,5.0048185538069756e-09,4.0579610400805795,-0.0,40818.37787165435,6281.965605486986,5.004818556679819e-09,4.057961040080515,-0.0,40818.377871641685,6281.96560550054,5.004818553723944e-09,4.057961040080765,-0.0,40818.377871644385,6281.965605497348,5.004818551715755e-09,4.057961040080508,-0.0,40818.37787164193,6281.965605500431,5.004818549215453e-09,4.057961040080393,-0.0,40818.377871647055,6281.965605495508,5.004818560258665e-09,4.057961040081094,-0.0,40818.37787165503,6281.965605487312,5.004818557750122e-09,4.057961040080597,-0.0,40818.377871640965,6281.9656055004925,5.004818556439028e-09,4.057961040080988,-0.0,945.4545454545455,4509.762071553161
1,CC-charge,14,20.324575375842542,136.319183090575,27.263836618124756,27.263836618134768,27.26383661811005,27.263836618067284,27.26383661813812,40400.68278333128,6735.391310328652,5.0057585690503494e-09,4.064915075169336,-0.0,40400.68278332957,6735.391310330478,5.005758558875663e-09,4.064915075168583,-0.0,40400.68278333276,6735.391310325612,5.005758554439268e-09,4.064915075168075,-0.0,40400.6827833422,6735.391310317719,5.005758559148248e-09,4.064915075168154,-0.0,40400.68278332741,6735.391310332203,5.005758550209622e-09,4.0649150751679315,-0.0,40400.68278333117,6735.3913103274745,5.005758556441127e-09,4.064915075168315,-0.0,40400.68278332922,6735.391310330652,5.00575855806792e-09,4.064915075168522,-0.0,40400.68278333297,6735.391310325824,5.005758558565913e-09,4.064915075168406,-0.0,40400.68278334217,6735.39131031762,5.005758567531961e-09,4.064915075168827,-0.0,40400.682783328244,6735.3913103311625,5.005758560095713e-09,4.0649150751687095,-0.0,40400.6827833302,6735.391310328462,5.0057585531606756e-09,4.064915075168069,-0.0,40400.682783329736,6735.391310331188,5.005758554928542e-09,4.064915075168269,-0.0,40400.68278333405,6735.391310325961,5.00575856224831e-09,4.06491507516869,-0.0,40400.68278334092,6735.3913103172745,5.005758566384349e-09,4.064915075168746,-0.0,40400.68278332702,6735.391310332464,5.005758556543175e-09,4.064915075168445,-0.0,40400.682783331555,6735.391310328459,5.005758558362384e-09,4.06491507516847,-0.0,40400.682783327175,6735.391310331676,5.005758562801207e-09,4.064915075168926,-0.0,40400.6827833338,6735.391310326338,5.005758558887428e-09,4.064915075168426,-0.0,40400.682783342076,6735.391310317082,5.005758561913696e-09,4.064915075168371,-0.0,40400.68278332823,6735.391310331818,5.005758558844939e-09,4.064915075168614,-0.0,40400.682783330994,6735.391310328376,5.005758556778655e-09,4.064915075168351,-0.0,40400.682783328644,6735.391310331644,5.005758554420254e-09,4.064915075168241,-0.0,40400.682783334014,6735.391310326317,5.005758565420805e-09,4.064915075168947,-0.0,40400.68278334261,6735.3913103174455,5.00575856283043e-09,4.064915075168443,-0.0,40400.682783327444,6735.391310331807,5.005758561602095e-09,4.064915075168841,-0.0,1018.1818181818182,4582.489344280434
1,CC-charge,15,20.35669527455608,136.319183090575,27.263836618124806,27.263836618134818,27.263836618111103,27.263836618067774,27.263836618136498,39982.98769501803,7188.815669420969,5.006743437637106e-09,4.071339054912041,-0.0,39982.98769501623,7188.815669423005,5.006743427413314e-09,4.071339054911284,-0.0,39982.98769501972,7188.815669417715,5.006743423187709e-09,4.0713390549107995,-0.0,39982.9876950299,7188.815669409062,5.006743427605428e-09,4.0713390549108475,-0.0,39982.98769501397,7188.815669424705,5.0067434187966734e-09,4.071339054910629,-0.0,39982.98769501788,7188.815669419786,5.006743425086247e-09,4.07133905491103,-0.0,39982.98769501591,7188.815669423177,5.006743426738262e-09,4.071339054911236,-0.0,39982.98769501992,7188.815669417915,5.006743427021321e-09,4.071339054911104,-0.0,39982.98769503,7188.815669408979,5.006743436103818e-09,4.071339054911527,-0.0,39982.98769501489,7188.815669423702,5.006743428893665e-09,4.071339054911427,-0.0,39982.98769501705,7188.8156694208365,5.006743421875458e-09,4.071339054910786,-0.0,39982.98769501635,7188.815669423693,5.006743423599034e-09,4.071339054910982,-0.0,39982.98769502109,7188.815669418054,5.006743430844683e-09,4.071339054911397,-0.0,39982.987695028445,7188.815669408636,5.006743435095546e-09,4.071339054911464,-0.0,39982.98769501361,7188.815669424985,5.006743425327231e-09,4.07133905491116,-0.0,39982.987695018295,7188.815669420803,5.006743426721228e-09,4.071339054911162,-0.0,39982.987695013704,7188.815669424165,5.006743431378146e-09,4.071339054911632,-0.0,39982.98769502086,7188.8156694184445,5.006743427532906e-09,4.071339054911138,-0.0,39982.987695029704,7188.815669408457,5.006743430743688e-09,4.071339054911098,-0.0,39982.98769501484,7188.815669424395,5.006743427505666e-09,4.071339054911319,-0.0,39982.98769501785,7188.815669420722,5.0067434254901925e-09,4.071339054911065,-0.0,39982.987695015145,7188.815669424151,5.006743423059336e-09,4.071339054910952,-0.0,39982.98769502105,7188.815669418407,5.006743433896812e-09,4.071339054911644,-0.0,39982.9876950302,7188.815669408806,5.006743431441824e-09,4.0713390549111494,-0.0,39982.98769501391,7188.815669424318,5.006743430259249e-09,4.071339054911549,-0.0,1090.909090909091,4655.216617007707
1,CC-charge,16,20.387071442629097,136.319183090575,27.26383661812474,27.263836618136697,27.26383661811227,27.263836618065834,27.263836618135468,39565.292606704854,7642.239006885555,5.007762482984784e-09,4.0774142885266516,-0.0,39565.2926067027,7642.239006887757,5.007762472574117e-09,4.077414288525891,-0.0,39565.292606706505,7642.239006882022,5.007762468446884e-09,4.077414288525407,-0.0,39565.29260671747,7642.239006872619,5.007762473066364e-09,4.077414288525459,-0.0,39565.292606700634,7642.239006889448,5.007762464065758e-09,4.077414288525233,-0.0,39565.29260670457,7642.239006884337,5.007762470340856e-09,4.0774142885256355,-0.0,39565.29260670243,7642.239006887975,5.007762471877935e-09,4.077414288525838,-0.0,39565.29260670688,7642.239006882269,5.0077624722185755e-09,4.077414288525708,-0.0,39565.29260671768,7642.239006872481,5.007762481516082e-09,4.077414288526132,-0.0,39565.29260670151,7642.239006888397,5.007762474218545e-09,4.077414288526034,-0.0,39565.29260670374,7642.239006885338,5.007762466943391e-09,4.077414288525376,-0.0,39565.292606703144,7642.239006888406,5.007762468881591e-09,4.077414288525592,-0.0,39565.29260670798,7642.239006882441,5.0077624760504615e-09,4.077414288526004,-0.0,39565.29260671609,7642.239006872162,5.007762480462066e-09,4.077414288526064,-0.0,39565.292606700255,7642.239006889666,5.007762470698895e-09,4.077414288525767,-0.0,39565.29260670495,7642.239006885294,5.007762472036987e-09,4.077414288525771,-0.0,39565.292606700255,7642.239006888885,5.007762476422056e-09,4.0774142885262314,-0.0,39565.2926067079,7642.23900688277,5.007762472794352e-09,4.077414288525745,-0.0,39565.29260671744,7642.23900687207,5.007762476113233e-09,4.077414288525698,-0.0,39565.292606701434,7642.239006889098,5.007762472749975e-09,4.07741428852592,-0.0,39565.29260670467,7642.2390068852455,5.007762470657779e-09,4.077414288525664,-0.0,39565.29260670169,7642.239006888863,5.007762468049342e-09,4.077414288525544,-0.0,39565.29260670804,7642.239006882733,5.0077624788991806e-09,4.077414288526234,-0.0,39565.29260671806,7642.239006872407,5.007762476739064e-09,4.077414288525746,-0.0,39565.292606700474,7642.239006889067,5.007762475401097e-09,4.077414288526143,-0.0,1163.6363636363637,4727.943889734979
1,CC-charge,17,20.416430326623285,136.319183090575,27.26383661812359,27.263836618135045,27.26383661811259,27.26383661806773,27.263836618136036,39147.59751839162,8095.661560908844,5.008807763275953e-09,4.083286065325488,-0.0,39147.59751838932,8095.661560911255,5.00880775285165e-09,4.083286065324727,-0.0,39147.59751839352,8095.661560905048,5.0088077487201484e-09,4.083286065324248,-0.0,39147.59751840522,8095.661560894894,5.008807753395255e-09,4.083286065324296,-0.0,39147.59751838719,8095.661560912894,5.008807744362548e-09,4.083286065324077,-0.0,39147.59751839144,8095.661560907605,5.008807750672969e-09,4.083286065324478,-0.0,39147.597518389135,8095.661560911433,5.008807752221245e-09,4.083286065324678,-0.0,39147.597518393704,8095.6615609053215,5.008807752553674e-09,4.083286065324553,-0.0,39147.597518405346,8095.661560894773,5.008807761769037e-09,4.083286065324968,-0.0,39147.5975183881,8095.6615609118135,5.008807754400092e-09,4.083286065324869,-0.0,39147.59751839055,8095.661560908609,5.008807747271834e-09,4.083286065324218,-0.0,39147.59751838985,8095.661560911853,5.008807749111153e-09,4.0832860653244225,-0.0,39147.59751839489,8095.661560905569,5.0088077560774245e-09,4.083286065324826,-0.0,39147.59751840372,8095.661560894444,5.0088077605920315e-09,4.08328606532489,-0.0,39147.59751838677,8095.661560913098,5.0088077510513725e-09,4.08328606532462,-0.0,39147.59751839168,8095.66156090856,5.008807752226014e-09,4.083286065324598,-0.0,39147.59751838687,8095.661560912311,5.008807756617671e-09,4.083286065325061,-0.0,39147.5975183949,8095.661560905839,5.008807753161372e-09,4.083286065324593,-0.0,39147.59751840498,8095.661560894448,5.008807756276711e-09,4.083286065324532,-0.0,39147.59751838793,8095.661560912556,5.008807752733914e-09,4.083286065324738,-0.0,39147.597518391456,8095.66156090851,5.008807750952228e-09,4.0832860653245,-0.0,39147.597518388284,8095.66156091237,5.00880774848649e-09,4.083286065324394,-0.0,39147.59751839494,8095.661560905762,5.008807759032276e-09,4.08328606532506,-0.0,39147.59751840567,8095.66156089464,5.008807757185028e-09,4.083286065324596,-0.0,39147.59751838718,8095.661560912489,5.0088077555809184e-09,4.083286065324976,-0.0,1236.3636363636365,4800.671162462252
