Cycle,Protocol,Stamps,Pack Voltage,Pack Current,String 1 Iapp,String 2 Iapp,String 3 Iapp,String 4 Iapp,String 5 Iapp,"Cell 1,1 Cathode Concentration","Cell 1,1 Anode Concentration","Cell 1,1 Anode SEI Length","Cell 1,1 Voltage","Cell 1,1 Capacity by Area","Cell 1,2 Cathode Concentration","Cell 1,2 Anode Concentration","Cell 1,2 Anode SEI Length","Cell 1,2 Voltage","Cell 1,2 Capacity by Area","Cell 1,3 Cathode Concentration","Cell 1,3 Anode Concentration","Cell 1,3 Anode SEI Length","Cell 1,3 Voltage","Cell 1,3 Capacity by Area","Cell 1,4 Cathode Concentration","Cell 1,4 Anode Concentration","Cell 1,4 Anode SEI Length","Cell 1,4 Voltage","Cell 1,4 Capacity by Area","Cell 1,5 Cathode Concentration","Cell 1,5 Anode Concentration","Cell 1,5 Anode SEI Length","Cell 1,5 Voltage","Cell 1,5 Capacity by Area","Cell 2,1 Cathode Concentration","Cell 2,1 Anode Concentration","Cell 2,1 Anode SEI Length","Cell 2,1 Voltage","Cell 2,1 Capacity by Area","Cell 2,2 Cathode Concentration","Cell 2,2 Anode Concentration","Cell 2,2 Anode SEI Length","Cell 2,2 Voltage","Cell 2,2 Capacity by Area","Cell 2,3 Cathode Concentration","Cell 2,3 Anode Concentration","Cell 2,3 Anode SEI Length","Cell 2,3 Voltage","Cell 2,3 Capacity by Area","Cell 2,4 Cathode Concentration","Cell 2,4 Anode Concentration","Cell 2,4 Anode SEI Length","Cell 2,4 Voltage","Cell 2,4 Capacity by Area","Cell 2,5 Cathode Concentration","Cell 2,5 Anode Concentration","Cell 2,5 Anode SEI Length","Cell 2,5 Voltage","Cell 2,5 Capacity by Area","Cell 3,1 Cathode Concentration","Cell 3,1 Anode Concentration","Cell 3,1 Anode SEI Length","Cell 3,1 Voltage","Cell 3,1 Capacity by Area","Cell 3,2 Cathode Concentration","Cell 3,2 Anode Concentration","Cell 3,2 Anode SEI Length","Cell 3,2 Voltage","Cell 3,2 Capacity by Area","Cell 3,3 Cathode Concentration","Cell 3,3 Anode Concentration","Cell 3,3 Anode SEI Length","Cell 3,3 Voltage","Cell 3,3 Capacity by Area","Cell 3,4 Cathode Concentration","Cell 3,4 Anode Concentration","Cell 3,4 Anode SEI Length","Cell 3,4 Voltage","Cell 3,4 Capacity by Area","Cell 3,5 Cathode Concentration","Cell 3,5 Anode Concentration","Cell 3,5 Anode SEI Length","Cell 3,5 Voltage","Cell 3,5 Capacity by Area","Cell 4,1 Cathode Concentration","Cell 4,1 Anode Concentration","Cell 4,1 Anode SEI Length","Cell 4,1 Voltage","Cell 4,1 Capacity by Area","Cell 4,2 Cathode Concentration","Cell 4,2 Anode Concentration","Cell 4,2 Anode SEI Length","Cell 4,2 Voltage","Cell 4,2 Capacity by Area","Cell 4,3 Cathode Concentration","Cell 4,3 Anode Concentration","Cell 4,3 Anode SEI Length","Cell 4,3 Voltage","Cell 4,3 Capacity by Area","Cell 4,4 Cathode Concentration","Cell 4,4 Anode Concentration","Cell 4,4 Anode SEI Length","Cell 4,4 Voltage","Cell 4,4 Capacity by Area","Cell 4,5 Cathode Concentration","Cell 4,5 Anode Concentration","Cell 4,5 Anode SEI Length","Cell 4,5 Voltage","Cell 4,5 Capacity by Area","Cell 5,1 Cathode Concentration","Cell 5,1 Anode Concentration","Cell 5,1 Anode SEI Length","Cell 5,1 Voltage","Cell 5,1 Capacity by Area","Cell 5,2 Cathode Concentration","Cell 5,2 Anode Concentration","Cell 5,2 Anode SEI Length","Cell 5,2 Voltage","Cell 5,2 Capacity by Area","Cell 5,3 Cathode Concentration","Cell 5,3 Anode Concentration","Cell 5,3 Anode SEI Length","Cell 5,3 Voltage","Cell 5,3 Capacity by Area","Cell 5,4 Cathode Concentration","Cell 5,4 Anode Concentration","Cell 5,4 Anode SEI Length","Cell 5,4 Voltage","Cell 5,4 Capacity by Area","Cell 5,5 Cathode Concentration","Cell 5,5 Anode Concentration","Cell 5,5 Anode SEI Length","Cell 5,5 Voltage","Cell 5,5 Capacity by Area",Time,Global Time
1,CC-charge,20,20.499990000000004,136.319183090575,27.25320823643765,27.027553317135286,27.172661160523603,27.31279404923146,27.552966327246995,37735.860856010215,9413.630902278639,5.0119443718256966e-09,4.1021155424040865,-0.0,38028.932585124865,9412.517077807923,5.011944885264042e-09,4.0985532498215935,-0.0,37934.132948362014,9139.294802620198,5.0112839128507385e-09,4.100226729144977,-0.0,37971.60658928127,9408.682794517828,5.011925776878793e-09,4.099399204766228,-0.0,37995.88827927366,9347.92708970764,5.011786883209085e-09,4.100293308153671,-0.0,38025.15860289288,9106.155321887562,5.011203882798645e-09,4.10039585987269,-0.0,37713.64052222415,9401.958444331276,5.011919427237531e-09,4.101338605259694,-0.0,38007.818924742285,9410.281119995812,5.011935654802283e-09,4.0988743197528885,-0.0,37863.08797012379,9614.748522279926,5.012411947922354e-09,4.099770686877588,-0.0,38171.12311435616,9412.604251413828,5.01194282821855e-09,4.09861598707399,-0.0,37989.83690412093,9277.30947728221,5.011616082899827e-09,4.100259376981433,-0.0,38032.41728969828,9173.390948732636,5.011367682784537e-09,4.099156297067861,-0.0,37769.651718627014,9512.586934254763,5.012180149837184e-09,4.1006715641867775,-0.0,37794.432096082295,9513.243836547781,5.0121734550753895e-09,4.100658613188903,-0.0,38221.86296461016,9150.14012034238,5.011309906364237e-09,4.098878743813396,-0.0,38106.966865480856,9263.044735076859,5.0115816908303715e-09,4.099289513352847,-0.0,37715.427835951225,9206.354438804728,5.011447185155817e-09,4.101842136067234,-0.0,37901.00735734759,9425.066342688979,5.011971069973975e-09,4.09976075361095,-0.0,37778.736681097376,8947.105453666947,5.010820927320212e-09,4.102268288149996,-0.0,37801.54792431089,9689.681930413099,5.012605789004026e-09,4.101035834568427,-0.0,38113.134477890155,9734.501635152197,5.01270843265074e-09,4.097929707388946,-0.0,38017.66767420669,9244.310507285525,5.0115387960558646e-09,4.09909971178362,-0.0,37930.814069597924,9059.187045545408,5.011091363535368e-09,4.100456633304408,-0.0,38206.46097797149,9218.387301727806,5.011471296534733e-09,4.0978932070172895,-0.0,37928.42862372333,9239.277835688788,5.011524693983713e-09,4.101166126390516,-0.0,1386.7233936483608,4895.04484949535
1,CV-charge,0,20.5,136.54433647978075,27.29838384130067,27.07196143872466,27.217399200142392,27.357869871320425,27.598722128292597,37735.860856010215,9413.630902278639,5.0119443718256966e-09,4.10211750910775,0.0,38028.932585124865,9412.517077807923,5.011944885264042e-09,4.098555735134915,0.0,37934.132948362014,9139.294802620198,5.0112839128507385e-09,4.100228260642587,0.0,37971.60658928127,9408.682794517828,5.011925776878793e-09,4.099401533492539,0.0,37995.88827927366,9347.92708970764,5.011786883209085e-09,4.100295266084204,0.0,38025.15860289288,9106.155321887562,5.011203882798645e-09,4.100397142529314,0.0,37713.64052222415,9401.958444331276,5.011919427237531e-09,4.101340761533361,0.0,38007.818924742285,9410.281119995812,5.011935654802283e-09,4.098876761422553,0.0,37863.08797012379,9614.748522279926,5.012411947922354e-09,4.099773345265199,0.0,38171.12311435616,9412.604251413828,5.01194282821855e-09,4.098618345957389,0.0,37989.83690412093,9277.30947728221,5.011616082899827e-09,4.1002612056980805,0.0,38032.41728969828,9173.390948732636,5.011367682784537e-09,4.099158074894877,0.0,37769.651718627014,9512.586934254763,5.012180149837184e-09,4.10067400761228,0.0,37794.432096082295,9513.243836547781,5.0121734550753895e-09,4.100661010917816,0.0,38221.86296461016,9150.14012034238,5.011309906364237e-09,4.0988803734309345,0.0,38106.966865480856,9263.044735076859,5.0115816908303715e-09,4.099291444378523,0.0,37715.427835951225,9206.354438804728,5.011447185155817e-09,4.10184372080155,0.0,37901.00735734759,9425.066342688979,5.011971069973975e-09,4.099763115022154,0.0,37778.736681097376,8947.105453666947,5.010820927320212e-09,4.102268818266215,0.0,37801.54792431089,9689.681930413099,5.012605789004026e-09,4.101038332205542,0.0,38113.134477890155,9734.501635152197,5.01270843265074e-09,4.097932698286334,0.0,38017.66767420669,9244.310507285525,5.0115387960558646e-09,4.099101707635299,0.0,37930.814069597924,9059.187045545408,5.011091363535368e-09,4.100457855300427,0.0,38206.46097797149,9218.387301727806,5.011471296534733e-09,4.097895292058234,0.0,37928.42862372333,9239.277835688788,5.011524693983713e-09,4.1011676823219325,0.0,0.0,4895.04484949535
1,CV-charge,1,20.499999999999996,126.62232680993213,25.307853769970023,25.114541383083765,25.24567001145786,25.371490683521028,25.58277096189944,37213.44578821716,9920.084025638536,5.0130053940371635e-09,4.10211097379952,-0.0,37499.14639372769,9914.664236689809,5.01299686991759e-09,4.098532622065491,-0.0,37407.30535722901,9651.962592126543,5.012351452140296e-09,4.10025490415851,-0.0,37441.65993802553,9911.604367162698,5.01297930703435e-09,4.099383900834179,-0.0,37460.891051416846,9858.378443457656,5.012854751179689e-09,4.100295964878007,-0.0,37490.10522255253,9624.409677214371,5.01228222951787e-09,4.100437559657696,-0.0,37197.48844096241,9904.50737472617,5.012972012976428e-09,4.101326518820161,-0.0,37477.79803118723,9912.634977796568,5.012988028029482e-09,4.098854995709188,-0.0,37337.85745599543,10109.819197274019,5.013453603621642e-09,4.099735350286177,-0.0,37628.453012724975,9920.56602952008,5.013006980626323e-09,4.098602927030275,-0.0,37456.326593761725,9788.994755151347,5.012684878563418e-09,4.100269682594008,-0.0,37502.48040993466,9684.637215871046,5.01243308192882e-09,4.099174394073589,-0.0,37249.95219086593,10011.046966720938,5.013226662970442e-09,4.100645466137042,-0.0,37272.185314322625,10012.181736078812,5.0132209897898815e-09,4.100634713799398,-0.0,37676.971155941406,9668.204765480985,5.012388940504681e-09,4.098907171995273,-0.0,37568.33959490925,9775.277508544086,5.01265129197166e-09,4.099298127281211,-0.0,37199.19846624789,9716.346394781222,5.012510761967422e-09,4.101861218942432,-0.0,37375.615317932796,9926.857465130965,5.013022600293676e-09,4.0997425248144665,-0.0,37257.1720102042,9467.612719477394,5.011899918435478e-09,4.1023470912919295,-0.0,37275.06012902321,10186.97835488999,5.013653743560162e-09,4.101005465578327,-0.0,37574.23776791185,10228.639440377536,5.013750718468378e-09,4.097883656667567,-0.0,37488.36860904639,9752.858177185532,5.012600263128949e-09,4.099105246098326,-0.0,37404.130307509615,9574.903797302875,5.012163266121278e-09,4.100502109180791,-0.0,37666.30773257883,9728.558957125224,5.012535547384612e-09,4.0978989437883175,-0.0,37396.38520023798,9753.911356726618,5.012598735870175e-09,4.101188470518119,-0.0,72.72727272727273,4967.772122222623
1,CV-charge,2,20.499999999999996,119.9487597016524,23.968881132468322,23.798151086512625,23.91966002568823,24.03550138636814,24.2265660706151,36846.5333005638,10326.837108247408,5.014016078059685e-09,4.102104461062011,-0.0,37126.81101192013,10318.196322662812,5.013999416341656e-09,4.098527581896391,-0.0,37037.103894670145,10063.89502240752,5.013369215210179e-09,4.100263142912057,-0.0,37069.33288255881,10315.641738694858,5.013983079110574e-09,4.0993781564606655,-0.0,37085.19412370901,10268.291701427628,5.0138719624936044e-09,4.100295168027288,-0.0,37114.31635482843,10040.64079181891,5.013310016850689e-09,4.100449933276959,-0.0,36834.73515413071,10308.36232919811,5.0139751470206855e-09,4.101319556375576,-0.0,37105.35263674839,10316.280100260505,5.013990830918594e-09,4.098849131803897,-0.0,36968.84383867516,10507.549316390356,5.0144458409028936e-09,4.099724587619593,-0.0,37247.36787933365,10328.480059309768,5.014020555283328e-09,4.098599200051744,-0.0,37081.621484298434,10199.949987587206,5.013703189294056e-09,4.100271027499603,-0.0,37130.03912387454,10095.48145329561,5.0134488446255014e-09,4.099181320984182,-0.0,36884.75961457282,10411.563374313684,5.014223756416902e-09,4.100635230582127,-0.0,36905.2679915718,10413.018705714108,5.0142189212139176e-09,4.100624851908144,-0.0,37294.32584902993,10084.23179587242,5.0134171817963915e-09,4.098916448388151,-0.0,37190.040644616274,10186.67245618024,5.0136703970971455e-09,4.099300076107424,-0.0,36836.390860859145,10126.182653275911,5.013524715641616e-09,4.10186375403469,-0.0,37006.42261678788,10330.050426013242,5.014024579807217e-09,4.099735839460632,-0.0,36890.733921221254,9885.77806325214,5.0129289980572866e-09,4.102371086713415,-0.0,36905.33887278848,10586.327676964578,5.014651622131112e-09,4.100996380686786,-0.0,37195.74957980951,10625.50159722447,5.014743266066293e-09,4.097874502054002,-0.0,37116.375581071974,10161.533790543694,5.013612128197273e-09,4.099107786709159,-0.0,37034.029913542625,9989.286085772741,5.0131853927977784e-09,4.100516655241282,-0.0,37286.809783339486,10138.420894453777,5.0135498632662936e-09,4.097901317298182,-0.0,37022.76255473132,10167.183060127329,5.013622026045819e-09,4.10119280284603,-0.0,145.45454545454547,5040.499394949895
1,CV-charge,3,20.5,113.7917188475659,22.733486507961544,22.58369057955932,22.696372752365555,22.802981471724333,22.97518753595515,36500.26816688303,10712.45558383125,5.014982513553458e-09,4.102096692814454,-0.0,36775.2384684882,10700.964749868306,5.0149585206225405e-09,4.098531045770314,-0.0,36687.58706792421,10454.586412240853,5.014342901612576e-09,4.100263442991055,-0.0,36717.8605046764,10698.79008829798,5.014943117362217e-09,4.099377779399543,-0.0,36730.68059064754,10656.861253427533,5.014844564347903e-09,4.100293605792071,-0.0,36759.674343730716,10435.24482580351,5.014292968487547e-09,4.100450238682265,-0.0,36492.210371579655,10691.437011806656,5.0149348157146206e-09,4.101314912228648,-0.0,36753.71725556818,10699.11151343235,5.014950072147905e-09,4.098850598849118,-0.0,36620.49930758008,10884.716501217878,5.015394843879785e-09,4.099725638748678,-0.0,36887.76995059885,10715.154480458326,5.014989663642956e-09,4.098601077102088,-0.0,36728.00224487434,10589.552272238907,5.014676962614994e-09,4.100269193603139,-0.0,36778.366581814626,10485.185785874388,5.014420701653153e-09,4.099184749683348,-0.0,36539.971807591035,10791.427402205403,5.015177525234553e-09,4.1006323817700645,-0.0,36558.902337988446,10793.132115833943,5.015173362156702e-09,4.1006216129745985,-0.0,36933.255716010084,10478.596782133443,5.01440043719283e-09,4.098918753954614,-0.0,36833.02980142495,10576.691608672663,5.014644937073599e-09,4.099300314198035,-0.0,36493.81478876066,10514.93087260547,5.014494819271883e-09,4.101858875321681,-0.0,36657.85818792272,10712.452992975903,5.014983030567218e-09,4.099735184541888,-0.0,36544.8206586996,10282.323953494777,5.013913581157384e-09,4.102370929294292,-0.0,36556.464077364035,10964.883341588999,5.0156057417825075e-09,4.100996995866394,-0.0,36838.56014783336,11001.743068708849,5.015692391618388e-09,4.097883560702105,-0.0,36765.12630052035,10549.181085785345,5.014580210741403e-09,4.099110416996004,-0.0,36684.60850828223,10382.301007049942,5.014163326808147e-09,4.100518391847873,-0.0,36928.568165755474,10527.092675204893,5.014520063528853e-09,4.097904039582889,-0.0,36670.20634699619,10558.936186902236,5.014600487400937e-09,4.10118956728483,-0.0,218.1818181818182,5113.226667677168
1,CV-charge,4,20.499999999999996,108.0663526124148,21.584766200437485,21.454242040886804,21.558826164449318,21.65692669263723,21.811591514003943,36171.59597101587,11078.442290705741,5.015907630698065e-09,4.102086938363956,-0.0,36441.346074151625,11064.444397959072,5.01587705932538e-09,4.098540367282669,-0.0,36355.68515978638,10825.54707631852,5.015275227741373e-09,4.100258963174404,-0.0,36384.150552844934,11062.53542605963,5.015862316561561e-09,4.099381010097892,-0.0,36394.220088819304,11025.60418928777,5.015775464653168e-09,4.100291472743624,-0.0,36423.050880388655,10809.75964291714,5.015233816479063e-09,4.100443276264627,-0.0,36166.91073740129,11055.207482452364,5.015853890350014e-09,4.101310811245529,-0.0,36419.80356371794,11062.609141643323,5.015868636440182e-09,4.098857102864741,-0.0,36289.75912995114,11242.783561237999,5.016303591423615e-09,4.0997336351589055,-0.0,36546.48396776577,11082.098982443917,5.015917247825139e-09,4.098607173672767,-0.0,36392.34958852145,10959.319975853303,5.015609052543754e-09,4.100265440817278,-0.0,36444.37921765757,10855.25182360504,5.015351385232241e-09,4.099186626838228,-0.0,36212.5605864907,11152.107501927787,5.016090900148446e-09,4.100633421765256,-0.0,36230.041030964116,11153.996204040151,5.016087254382625e-09,4.100621860953441,-0.0,36590.57249852638,10852.83944558483,5.015341484794031e-09,4.098917807460467,-0.0,36494.157860918895,10946.854957700856,5.015577756934492e-09,4.099300125280027,-0.0,36168.46644432281,10884.088977898331,5.015423828335757e-09,4.101848533118088,-0.0,36326.86067879981,11075.543432286559,5.01590084454589e-09,4.099738241105893,-0.0,36216.38888016437,10658.78837280587,5.014856227806415e-09,4.102355042515084,-0.0,36225.35516953164,11324.123336225017,5.0165191506146615e-09,4.101002300021151,-0.0,36499.51869222925,11358.83014445201,5.016601142065159e-09,4.097904219274109,-0.0,36431.540912572884,10917.293745107036,5.015507291630222e-09,4.099113661515483,-0.0,36352.79721258599,10755.46786010796,5.015099720206103e-09,4.100512271089699,-0.0,36588.431072570005,10896.081735503425,5.015448932011599e-09,4.097908451274675,-0.0,36335.603496851676,10930.700258774616,5.015536961393767e-09,4.101181246101989,-0.0,290.90909090909093,5185.953940404441
1,CV-charge,5,20.500000000000004,102.73013531398341,20.5142617031273,20.401315924508904,20.498494262505137,20.58880112844125,20.727262295400802,35859.28489427425,11426.148397488565,5.016794244874491e-09,4.1020748793749355,-0.0,36123.901271453375,11409.957350355655,5.016757786973466e-09,4.098553719817638,-0.0,36040.1680426512,11178.131687416706,5.0161688867582935e-09,4.100251772114721,-0.0,36066.96063787079,11408.21192109956,5.01674345421325e-09,4.099386650747389,-0.0,36074.54814775011,11375.88546994543,5.016667480581568e-09,4.100288909162468,-0.0,36103.184345845024,11165.567899782893,5.016135292412327e-09,4.100432182654932,-0.0,35857.635414149896,11400.996882455893,5.016735123537183e-09,4.10130619802785,-0.0,36102.37397732117,11408.100401252917,5.016749288358009e-09,4.098867065760475,-0.0,35975.3919729488,11583.063836950396,5.0171748869872205e-09,4.099745405326522,-0.0,36222.227325458254,11430.671868423955,5.016806137638322e-09,4.098616483156949,-0.0,36073.40553473489,11310.618227256888,5.016502244852564e-09,4.100260594466287,-0.0,36126.84412336696,11207.025609124697,5.016243589476018e-09,4.099188157495344,-0.0,35901.31246749434,11494.920800020154,5.016966661352052e-09,4.100636129897608,-0.0,35917.459732621355,11496.934570595817,5.016963391318424e-09,4.100623605354258,-0.0,36264.9883401792,11208.345107554826,5.0162430866722945e-09,4.098915925678263,-0.0,36172.15477715402,11298.529092913865,5.0164716386808595e-09,4.09930027692282,-0.0,35859.14481028711,11234.999708956146,5.0163144474672005e-09,4.101834131076927,-0.0,36012.2033137872,11420.647673210731,5.0167807888880775e-09,4.099743480877754,-0.0,35904.2158468557,11016.552148168523,5.015759563412903e-09,4.10232908216338,-0.0,35910.76779093322,11665.377442777499,5.017394707234253e-09,4.101009155552348,-0.0,36177.3545317336,11698.08113497006,5.017472362807954e-09,4.097932066581027,-0.0,36114.38799308067,11267.210705260464,5.016396086651446e-09,4.099117793582242,-0.0,36037.36623468578,11110.14937541324,5.015997235644537e-09,4.100501551349444,-0.0,36265.13218659118,11246.74147970105,5.0163392009983125e-09,4.0979152564084504,-0.0,36017.69651516509,11283.85142105506,5.016434238796624e-09,4.101169526449975,-0.0,363.6363636363637,5258.681213131714
1,CV-charge,6,20.5,97.74937126628059,19.515250947901933,19.41821979111906,19.508640011518715,19.591838165939205,19.715422349801674,35562.240660228475,11756.801447366908,5.017645014427582e-09,4.102060455728633,-0.0,35821.81145305457,11738.702386046241,5.017603299804081e-09,4.098569834443441,-0.0,35739.94488290899,11513.568947039135,5.017026473620687e-09,4.100243210139845,-0.0,35765.1883867049,11737.030368981585,5.017589150897685e-09,4.099393884052058,-0.0,35770.540846625394,11708.945836511859,5.017523286026089e-09,4.10028601947498,-0.0,35798.95399083592,11503.925744873348,5.017000040949782e-09,4.100418986468393,-0.0,35563.31991286558,11730.004949990329,5.017581111569083e-09,4.101300487119559,-0.0,35800.33105081033,11736.789273358214,5.017594634567568e-09,4.098879394630788,-0.0,35676.305273836806,11906.749222248838,5.018011342286459e-09,4.099758912046084,-0.0,35913.859983707924,11762.107827950877,5.017659006687176e-09,4.098628258204374,-0.0,35770.05256644144,11644.687251853482,5.017359196491378e-09,4.1002551907516125,-0.0,35824.66838083118,11541.7276448109,5.017099901801142e-09,4.099190058200312,-0.0,35605.15137614864,11821.061945059408,5.017807412886441e-09,4.100639131685578,-0.0,35620.072086860586,11823.148420003907,5.01780439077952e-09,4.100625615490891,-0.0,35955.358533643564,11546.373015506253,5.0171079075594705e-09,4.098914498356346,-0.0,35865.89231481916,11632.955566800754,5.0173292386942206e-09,4.099301198114529,-0.0,35564.78523829729,11568.880573552706,5.017169266609407e-09,4.101816694294125,-0.0,35712.79823168563,11748.96834810439,5.017625470125235e-09,4.099749905172974,-0.0,35607.21662157321,11356.868415711093,5.0166261698134046e-09,4.102296843246213,-0.0,35611.59589734834,11989.854426318198,5.018235068340466e-09,4.101015662429138,-0.0,35870.93886665413,12020.693733021315,5.0183086909756024e-09,4.0979641689368345,-0.0,35812.57593933289,11600.146025875532,5.0172491881765165e-09,4.099122925942566,-0.0,35737.22503877944,11447.581562374753,5.016858458656732e-09,4.100488358370816,-0.0,35957.54790343647,11580.300158879501,5.017193486091466e-09,4.097924745164757,-0.0,35715.36768646651,11619.640580793326,5.017294990477747e-09,4.101155561535164,-0.0,436.3636363636364,5331.408485858986
1,CV-charge,7,20.5,93.09552332048257,18.582023039866417,18.499314052025888,18.583574821424495,18.660307748107662,18.770303659058108,35279.45582431104,12071.529894168309,5.018462427944656e-09,4.102043760273881,-0.0,35534.07175642863,12051.7802159475,5.018416026270536e-09,4.098587814358597,-0.0,35454.01238164948,11832.987156762725,5.0178504491702495e-09,4.100234142779397,-0.0,35477.81964733981,12050.102949199527,5.018401859207408e-09,4.099402144555875,-0.0,35481.163081343955,12025.926313056307,5.018345392261484e-09,4.100282883330671,-0.0,35509.32799860372,11825.98792716138,5.017830576647955e-09,4.100404995794805,-0.0,35282.98523127766,12043.333276658299,5.018394284075867e-09,4.101293389722571,-0.0,35512.66540389942,12049.78135998716,5.018407113753541e-09,4.098893319681381,-0.0,35391.49390581794,12214.934534991673,5.018815381956909e-09,4.099772855822004,-0.0,35620.33199305991,12077.54232009121,5.018478358806651e-09,4.098641929434212,-0.0,35481.26184259694,11962.667161522406,5.018182410459457e-09,4.100249577397189,-0.0,35536.84684170826,11860.478587058034,5.017922771100693e-09,4.0991927333867615,-0.0,35323.08758834221,12131.62796941178,5.018615580725844e-09,4.100641597895281,-0.0,35336.87867681418,12133.741122154921,5.018612692162685e-09,4.10062714983829,-0.0,35660.62883094137,11868.08121182663,5.017938475389845e-09,4.098914323372239,-0.0,35574.3317651345,11951.27571115276,5.018153061228201e-09,4.099303104096003,-0.0,35284.408579487004,11886.849478578346,5.0179907327112165e-09,4.101796989538445,-0.0,35427.644867473166,12061.609820505082,5.018437325238177e-09,4.0997568612944,-0.0,35324.393092795675,11680.888245236121,5.0174585259087684e-09,4.102260895854609,-0.0,35326.820848590294,12298.665905665017,5.019042696110627e-09,4.101020712677184,-0.0,35579.23246861423,12327.768952383782,5.019112566367004e-09,4.097998562438121,-0.0,35525.100812750425,11917.214447914383,5.018069040510225e-09,4.099129072993627,-0.0,35451.37059986777,11768.899433013212,5.017685853027774e-09,4.100474078349541,-0.0,35664.64453887205,11897.885985725996,5.018014257538056e-09,4.0979369539292225,-0.0,35427.58762162826,11939.218110605383,5.018121737541836e-09,4.101140151185694,-0.0,509.0909090909091,5404.135758586259
1,CV-charge,8,20.5,88.74360100286059,17.709562714912206,17.639680870459006,17.71833070378337,17.78919434970908,17.886832363996938,35010.00064459183,12371.37428912253,5.019248792587992e-09,4.1020249724427815,-0.0,35259.7552572644,12350.20522264425,5.019198217210023e-09,4.098607023191143,-0.0,35181.445112553585,12137.426088790422,5.018643114133968e-09,4.1002251153195255,-0.0,35203.91893767911,12348.454664277864,5.019183852672685e-09,4.099411040993375,-0.0,35205.45936744798,12327.879305580262,5.019136132093611e-09,4.100279562124995,-0.0,35233.35413481757,12132.81924407393,5.018629253673075e-09,4.100391033961021,-0.0,35015.7282995811,12341.997056640175,5.019176893668077e-09,4.101284806368883,-0.0,35238.44600090756,12348.09551540363,5.019188986325632e-09,4.0989082966803565,-0.0,35120.03071190179,12508.628777263697,5.019589242210535e-09,4.099786432779979,-0.0,35340.67416559897,12378.022618170198,5.0192665155570256e-09,4.098657057706637,-0.0,35206.08387507157,12265.609257163229,5.018974216468222e-09,4.10024397490784,-0.0,35262.45231803948,12164.311199129765,5.018714484240727e-09,4.099196384008902,-0.0,35054.20819892446,12427.629830242766,5.019393407463833e-09,4.100643059988821,-0.0,35066.95761249012,12429.729560675109,5.019390550661609e-09,4.100627790128278,-0.0,35379.82607627437,12174.537798680693,5.018737153351231e-09,4.0989158124754255,-0.0,35296.51453331787,12254.5419517245,5.018945438228874e-09,4.099306073561411,-0.0,35017.11162882607,12189.936653509412,5.018781128188792e-09,4.101775596607714,-0.0,35155.82031652256,12359.589803386736,5.01921861213495e-09,4.099763930774851,-0.0,35054.82457461925,11989.67248014401,5.018258967026223e-09,4.10222297021981,-0.0,35055.50235772041,12592.837165872597,5.019819858748959e-09,4.101023717065925,-0.0,35301.27626331027,12620.322042192163,5.019886234217756e-09,4.098033945126948,-0.0,35251.03654130766,12219.443283310016,5.018857920693581e-09,4.099136189823353,-0.0,35178.877744281315,12075.148943262446,5.0184817290882955e-09,4.100459597236445,-0.0,35385.468593731195,12200.538738839507,5.018803818511082e-09,4.097951765878557,-0.0,35153.40611157357,12243.645038761362,5.018916830836142e-09,4.101123850627014,-0.0,581.8181818181819,5476.863031313532
1,CV-charge,9,20.5,84.67114405991029,16.893352421406455,16.83491426371259,16.90845248107119,16.9739931287472,17.06043176497286,34753.01577036449,12657.295974810362,5.0200062349159256e-09,4.102004316052277,-0.0,34998.005237524034,12634.914464084603,5.019951947517181e-09,4.098627004100789,-0.0,34921.38786706277,12427.846130549033,5.019406600740709e-09,4.100216461332852,-0.0,34942.62182892827,12633.03220444407,5.019937226957943e-09,4.099420300710887,-0.0,34942.54645385364,12615.777245666952,5.019897658175905e-09,4.100276104009177,-0.0,34970.152259281116,12425.40343834542,5.019398255297567e-09,4.100377604586802,-0.0,34760.714447478065,12626.934097602232,5.019931017244997e-09,4.101274754341627,-0.0,34976.81244953243,12632.672806464694,5.019942335882557e-09,4.09892393651249,-0.0,34861.05895607639,12788.763861502757,5.0203349778066736e-09,4.0997991651654555,-0.0,35073.990582747494,12664.516411205332,5.020025616936344e-09,4.098673298047311,-0.0,34943.64106195395,12554.484812591232,5.0197367672549355e-09,4.100238519618065,-0.0,35000.62784810868,12454.179518242041,5.019477159350145e-09,4.099201081996045,-0.0,34797.6695704487,12710.001300335436,5.02014295680742e-09,4.100643282360664,-0.0,34809.457024827534,12712.052927293618,5.020140041568369e-09,4.100627326633099,-0.0,35112.05068314814,12466.729710787045,5.019506130852317e-09,4.098919132200483,-0.0,35031.554600274714,12543.726601543263,5.019708525081234e-09,4.0993101008964965,-0.0,34762.05959103312,12479.093794964905,5.019542565479157e-09,4.101752961749694,-0.0,34896.471700632595,12643.848309466275,5.019971411575862e-09,4.099770850699822,-0.0,34797.660310616244,12284.200912593662,5.019029667930699e-09,4.1021842304600185,-0.0,34796.771222261115,12873.315578851374,5.020568638670805e-09,4.101024417327696,-0.0,35036.18378843129,12899.290969235271,5.02063175466612e-09,4.0980694588463615,-0.0,34989.52719469974,12507.781533586087,5.019617934569676e-09,4.099144197811848,-0.0,34918.89149694216,12367.2961920464,5.019248232189179e-09,4.100445469094176,-0.0,35119.138990611755,12489.218755380845,5.019564299745971e-09,4.097968977030543,-0.0,34891.944781787555,12533.901763762418,5.019682443754039e-09,4.101107048415335,-0.0,654.5454545454546,5549.590304040805
